Date,Open,High,Low,Last,Vol
12/5/2011,5036.5,5055.3999,5002.5498,5039.1499,0
12/7/2011,5050.1001,5099.25,5032.25,5062.6001,0
12/8/2011,5037.3999,5049.0498,4921.4502,4943.6499,0
12/9/2011,4870.75,4918.3501,4841.75,4866.7002,0
12/12/2011,4906.8501,4910.25,4755.5498,4764.6001,0
12/13/2011,4733.6001,4824.7002,4728.5,4800.6001,0
12/14/2011,4788.7002,4839.5498,4750.3999,4763.25,0
12/15/2011,4712.7998,4768.6499,4673.8501,4746.3501,0
12/16/2011,4752.5,4818.8501,4628.2002,4651.6001,0
12/19/2011,4623.1499,4623.1499,4555.8999,4613.1001,0
12/20/2011,4635.7998,4637.25,4531.1499,4544.2002,0
12/21/2011,4636.4502,4707.3501,4601.9502,4693.1499,0
12/22/2011,4636.8999,4740.6001,4632.9502,4733.8501,0
12/23/2011,4763.2002,4763.4502,4693.2002,4714,0
12/26/2011,4718.1499,4787.25,4718.1499,4779,0
12/27/2011,4780.2002,4800.5,4723.6499,4750.5,0
12/28/2011,4756.2002,4756.2002,4685.6499,4705.7998,0
12/29/2011,4681.1499,4701.7998,4639.0498,4646.25,0
12/30/2011,4659.9502,4690.4502,4608.8999,4624.2998,0
1/2/2012,4640.2002,4645.9502,4588.0498,4636.75,0
1/3/2012,4675.7998,4773.1001,4675.7998,4765.2998,0
1/4/2012,4774.9502,4782.8501,4728.8501,4749.6499,0
1/5/2012,4749,4779.7998,4730.1499,4749.9502,0
1/6/2012,4724.1499,4794.8999,4686.8501,4754.1001,0
1/9/2012,4747.5498,4758.7002,4695.4502,4742.7998,0
1/10/2012,4771.8501,4855.8999,4768.25,4849.5498,0
1/11/2012,4863.1499,4877.2002,4841.6001,4860.9502,0
1/12/2012,4840.9502,4869.2002,4803.8999,4831.25,0
1/13/2012,4861.9502,4898.8501,4834.2002,4866,0
1/16/2012,4844,4880.7998,4827.0498,4873.8999,0
1/17/2012,4904.5,4975.5498,4904,4967.2998,0
1/18/2012,4977.75,4980.6499,4931.0498,4955.7998,0
1/19/2012,4995,5023.7998,4991.3999,5018.3999,0
1/20/2012,5044.8501,5064.1499,5004.2998,5048.6001,0
1/23/2012,5025.3501,5059.5498,5021.3501,5046.25,0
1/24/2012,5064.7998,5141.0498,5049.7998,5127.3501,0
1/25/2012,5151.5,5174.1499,5130.25,5158.2998,0
1/27/2012,5216.75,5217,5162.3999,5204.7002,0
1/30/2012,5163.5498,5166.1499,5076.7002,5087.2998,0
1/31/2012,5125.25,5215.3999,5120.1499,5199.25,0
2/1/2012,5198.1499,5244.6001,5159,5235.7002,0
2/2/2012,5272.1001,5289.9502,5225.75,5269.8999,0
2/3/2012,5276.1001,5334.8501,5255.5498,5325.8501,0
2/6/2012,5379.4502,5390.0498,5327.25,5361.6499,0
2/7/2012,5412.9502,5413.3501,5322.9502,5335.1499,0
2/8/2012,5343.7998,5396.8999,5325.2002,5368.1499,0
2/9/2012,5343.0498,5423.3999,5338.8999,5412.3501,0
2/10/2012,5399.7998,5427.75,5341.0498,5381.6001,0
2/13/2012,5382.1001,5421.0498,5351.3999,5390.2002,0
2/14/2012,5380.7998,5428.0498,5377.9502,5416.0498,0
2/15/2012,5460.6001,5542.1001,5460.6001,5531.9502,0
2/16/2012,5513.75,5531.3999,5483.75,5521.9502,0
2/17/2012,5574.2002,5606.7002,5545.2002,5564.2998,0
2/21/2012,5561.8999,5621.5,5561.75,5607.1499,0
2/22/2012,5609.75,5629.9502,5491.3501,5505.3501,0
2/23/2012,5490.0498,5537.3999,5460.7998,5483.2998,0
2/24/2012,5479.1499,5521.3999,5405.8999,5429.2998,0
2/27/2012,5448.1001,5449.7998,5268.1499,5281.2002,0
2/28/2012,5310.5,5391.1001,5306.4502,5375.5,0
2/29/2012,5424.9502,5458.7998,5352.25,5385.2002,0
3/1/2012,5366,5372.4502,5297.5,5339.75,0
3/2/2012,5369.4502,5392.5498,5315.0498,5359.3501,0
3/5/2012,5342.5498,5344.5,5265.7002,5280.3501,0
3/6/2012,5266,5382.0498,5206.3999,5222.3999,0
3/7/2012,5207.0498,5243.8501,5171.4502,5220.4502,0
3/9/2012,5294.1001,5342.2998,5291.6001,5333.5498,0
3/12/2012,5420.1001,5421.8999,5327.2998,5359.5498,0
3/13/2012,5391.0498,5438.6499,5390.7998,5429.5,0
3/14/2012,5490.5498,5499.3999,5437.7998,5463.8999,0
3/15/2012,5462.5,5462.5,5362.2998,5380.5,0
3/16/2012,5380.3501,5445.6499,5305,5317.8999,0
3/19/2012,5337.3501,5340.7002,5238.5498,5257.0498,0
3/20/2012,5257.1499,5297.3501,5233.25,5274.8501,0
3/21/2012,5267.2002,5372.3501,5256,5364.9502,0
3/22/2012,5361.1001,5385.9502,5205.6499,5228.4502,0
3/23/2012,5255.6499,5312,5220,5278.2002,0
3/26/2012,5274.3501,5274.9502,5174.8999,5184.25,0
3/27/2012,5242.9502,5277.9502,5184.6499,5243.1499,0
3/28/2012,5231.7002,5236.5498,5169.6001,5194.75,0
3/29/2012,5145.9502,5194.2998,5135.9502,5178.8501,0
3/30/2012,5206.6001,5307.1001,5203.6499,5295.5498,0
4/2/2012,5296.3501,5331.5498,5278.7998,5317.8999,0
4/3/2012,5353.2002,5378.75,5344.4502,5358.5,0
4/4/2012,5328.6499,5338.3999,5305.2998,5322.8999,0
4/9/2012,5282.5,5287.8999,5228,5234.3999,0
4/10/2012,5254.1001,5255.7998,5211.8501,5243.6001,0
4/11/2012,5209.4502,5263.6499,5190.7998,5226.8501,0
4/12/2012,5246.75,5290.6001,5246.75,5276.8501,0
4/13/2012,5255.7002,5306.75,5185.3999,5207.4502,0
4/16/2012,5190.6001,5233.5,5183.5,5226.2002,0
4/17/2012,5266.6001,5298.2002,5208.3501,5289.7002,0
4/18/2012,5320.7002,5342,5293.4502,5300,0
4/19/2012,5320.6001,5342.4502,5291.2998,5332.3999,0
4/20/2012,5313.9502,5336.1499,5245.4502,5290.8501,0
4/23/2012,5277.3999,5310.5498,5187.1499,5200.6001,0
4/24/2012,5215.8999,5232.3501,5180.3501,5222.6499,0
4/25/2012,5222.2002,5236.1001,5160.6499,5202,0
4/26/2012,5214.75,5215.6001,5179.0498,5189,0
4/27/2012,5189,5223.0498,5154.2998,5190.6001,0
4/30/2012,5201.4502,5262.1499,5201.4502,5248.1499,0
5/2/2012,5254.2998,5279.6001,5226.4502,5239.1499,0
5/3/2012,5211.2002,5217.2998,5180.6499,5188.3999,0
5/4/2012,5166.6499,5177.2002,5070.6001,5086.8501,0
5/7/2012,5017.7998,5124.75,4988,5114.1499,0
5/8/2012,5114.7002,5119.9502,4983.6001,4999.9502,0
5/9/2012,4967.8999,5016.25,4956.4502,4974.7998,0
5/10/2012,4984.1499,5039.2998,4950.2998,4965.7002,0
5/11/2012,4938.8501,4976.25,4906.1499,4928.8999,0
5/14/2012,4934.3501,4957.2002,4874.5,4907.7998,0
5/15/2012,4869.8501,4955.2002,4868.5498,4942.7998,0
5/16/2012,4875.2998,4882.25,4837.0498,4858.25,0
5/17/2012,4878.6001,4922.25,4850.2002,4870.2002,0
5/18/2012,4796.3999,4908.5,4788.9502,4891.4502,0
5/21/2012,4888.5,4937.5,4888.5,4906.0498,0
5/22/2012,4954.7002,4956.3501,4849.8999,4860.5,0
5/23/2012,4843,4853.75,4803.9502,4835.6499,0
5/24/2012,4863.3999,4931.8999,4830.1499,4921.3999,0
5/25/2012,4905.9502,4935.7998,4889.3501,4920.3999,0
5/28/2012,4931.7002,4994.9502,4931.2998,4985.6499,0
5/29/2012,5005.3501,5020.1499,4982.1499,4990.1001,0
5/30/2012,4964.25,4982.25,4944.8999,4950.75,0
5/31/2012,4896.1001,4949.25,4883.5498,4924.25,0
6/1/2012,4910.8501,4925,4831.75,4841.6001,0
6/4/2012,4797.2998,4858.2998,4770.3501,4848.1499,0
6/5/2012,4869.4502,4898.9502,4847.7002,4863.2998,0
6/6/2012,4886.6499,5010.4502,4886.1499,4997.1001,0
6/7/2012,5035.3501,5059.6499,5007.75,5049.6499,0
6/8/2012,5044.25,5084.4502,4994.7998,5068.3501,0
6/11/2012,5096.7002,5124.4502,5040.7002,5054.1001,0
6/12/2012,5015.5,5128.8999,5015.1499,5115.8999,0
6/13/2012,5117.5498,5144.8999,5095.4502,5121.4502,0
6/14/2012,5105.1001,5130,5047.6001,5054.75,0
6/15/2012,5069.5498,5146.2002,5069.1499,5139.0498,0
6/18/2012,5174,5190.2002,5041.7002,5064.25,0
6/19/2012,5050.7998,5113.6001,5048.1001,5103.8501,0
6/20/2012,5114.5498,5141.7002,5100.7002,5120.5498,0
6/21/2012,5097.3501,5170.3999,5093.4502,5165,0
6/22/2012,5101.75,5159.7998,5094,5146.0498,0
6/25/2012,5158.5,5194.6001,5105.6499,5114.6499,0
6/26/2012,5107.4502,5134.5498,5095.5,5120.7998,0
6/27/2012,5149.4502,5160.1001,5129.25,5141.8999,0
6/28/2012,5148.9502,5159.0498,5125.2998,5149.1499,0
6/29/2012,5191.25,5286.25,5189,5278.8999,0
7/2/2012,5283.8501,5302.1499,5263.3501,5278.6001,0
7/3/2012,5298.8501,5317,5265.9502,5287.9502,0
7/4/2012,5310.3999,5317.6499,5273.2998,5302.5498,0
7/5/2012,5297.0498,5333.6499,5288.8501,5327.2998,0
7/6/2012,5324.7002,5327.2002,5287.75,5316.9502,0
7/9/2012,5283.7002,5300.6001,5257.75,5275.1499,0
7/10/2012,5286.6001,5348.5498,5284.5498,5345.3501,0
7/11/2012,5315.25,5336.4502,5300.25,5306.2998,0
7/12/2012,5240,5261.75,5217.7002,5235.25,0
7/13/2012,5242.75,5267.1499,5216.8501,5227.25,0
7/16/2012,5232.3501,5246.8501,5190.4502,5197.25,0
7/17/2012,5228.0498,5236.7002,5181.7002,5192.8501,0
7/18/2012,5199.1001,5222.8501,5169.0498,5216.2998,0
7/19/2012,5249.8501,5257.75,5233.1499,5242.7002,0
7/20/2012,5233.5498,5238.7002,5197.5,5205.1001,0
7/23/2012,5163.25,5164.2002,5108.1001,5117.9502,0
7/24/2012,5128.7998,5144,5103.25,5128.2002,0
7/25/2012,5118.3999,5121.6001,5076.6001,5109.6001,0
7/26/2012,5126.2998,5126.2998,5032.3999,5043,0
7/27/2012,5124.2998,5149.9502,5077.5,5099.8501,0
7/30/2012,5129.75,5206.6001,5129.75,5199.7998,0
7/31/2012,5214.8501,5234.5498,5154.0498,5229,0
8/1/2012,5220.7002,5246.3501,5212.6499,5240.5,0
8/2/2012,5233.1001,5236.8999,5209.9502,5227.75,0
8/3/2012,5195.6001,5220.2002,5164.6499,5215.7002,0
8/6/2012,5260.8501,5293.2002,5260.8501,5282.5498,0
8/7/2012,5295.3999,5350.1001,5281.6499,5336.7002,0
8/8/2012,5345.25,5377.6001,5331.0498,5338,0
8/9/2012,5348.2998,5368.2002,5312.1001,5322.9502,0
8/10/2012,5308.2002,5330.1001,5294.1001,5320.3999,0
8/13/2012,5316.3501,5352.4502,5309.0498,5347.8999,0
8/14/2012,5343.25,5387.0498,5328.7998,5380.3501,0
8/16/2012,5385.9502,5390.6499,5356.6499,5362.9502,0
8/17/2012,5368.6001,5399.9502,5341.7002,5366.2998,0
8/21/2012,5368.7002,5425.1499,5368.7002,5421,0
8/22/2012,5395.75,5433.3501,5394.7998,5412.8501,0
8/23/2012,5426.1499,5448.6001,5393.8501,5415.3501,0
8/24/2012,5392.6001,5399.6499,5371,5386.7002,0
8/27/2012,5387.8501,5399.1499,5346.6499,5350.25,0
8/28/2012,5348.0498,5359.25,5312.6001,5334.6001,0
8/29/2012,5343.8501,5345.5,5282.7002,5287.7998,0
8/30/2012,5268.6001,5342.7998,5255.0498,5315.0498,0
8/31/2012,5298.2002,5303.25,5238.8999,5258.5,0
9/3/2012,5276.5,5295.7998,5243.1499,5253.75,0
9/4/2012,5249.1499,5278.3501,5233.2002,5274,0
9/5/2012,5243.8999,5259.5,5215.7002,5225.7002,0
9/6/2012,5217.6499,5260.6001,5217.6499,5238.3999,0
9/7/2012,5309.4502,5347.1499,5309.2002,5342.1001,0
9/10/2012,5361.8999,5375.4502,5349.1001,5363.4502,0
9/11/2012,5336.1001,5393.3501,5332.1001,5390,0
9/12/2012,5404.4502,5435.5498,5393.9502,5431,0
9/13/2012,5435.2002,5447.4502,5421.8501,5435.3501,0
9/14/2012,5528.3501,5586.6499,5526.9502,5577.6499,0
9/17/2012,5631.75,5652.2002,5585.1499,5610,0
9/18/2012,5602.3999,5620.5498,5586.4502,5600.0498,0
9/20/2012,5536.9502,5581.3501,5534.8999,5554.25,0
9/21/2012,5577,5720,5575.4502,5691.1499,0
9/24/2012,5691.9502,5709.8501,5662.75,5669.6001,0
9/25/2012,5674.8999,5702.7002,5652.4502,5673.8999,0
9/26/2012,5653.3999,5672.7998,5638.6499,5663.4502,0
9/27/2012,5673.75,5693.7002,5639.7002,5649.5,0
9/28/2012,5684.7998,5735.1499,5683.4502,5703.2998,0
10/1/2012,5704.75,5722.9502,5694,5718.7998,0
10/3/2012,5727.7002,5743.25,5715.7998,5731.25,0
10/4/2012,5751.5498,5807.25,5751.3501,5787.6001,0
10/5/2012,5815,5815.3501,5706,5746.9502,0
10/8/2012,5751.8501,5751.8501,5666.2002,5676,0
10/9/2012,5708.1499,5728.6499,5677.8999,5704.6001,0
10/10/2012,5671.1499,5686.5,5647.0498,5652.1499,0
10/11/2012,5663.5,5721.1001,5636.9502,5708.0498,0
10/12/2012,5681.7002,5725,5659.3501,5676.0498,0
10/15/2012,5674.25,5693.7002,5651.0498,5687.25,0
10/16/2012,5705.6001,5714,5635.6001,5648,0
10/17/2012,5681.1001,5684.3501,5633.8999,5660.25,0
10/18/2012,5675.2998,5722.5,5650.5498,5718.7002,0
10/19/2012,5703.2998,5711.7002,5660,5684.25,0
10/22/2012,5667.6001,5721.5498,5658.0498,5717.1499,0
10/23/2012,5715.6499,5720.7998,5681.4502,5691.3999,0
10/25/2012,5688.7998,5718.75,5685.7002,5705.2998,0
10/26/2012,5683.5498,5697.2002,5641.75,5664.2998,0
10/29/2012,5665.2002,5698.2998,5645.1001,5665.6001,0
10/30/2012,5656.3501,5689.8999,5589.8999,5597.8999,0
10/31/2012,5596.75,5624.3999,5583.0498,5619.7002,0
11/1/2012,5609.8501,5649.75,5601.9502,5645.0498,0
11/2/2012,5696.3501,5711.2998,5682.5498,5697.7002,0
11/5/2012,5693.0498,5709.2002,5679.5,5704.2002,0
11/6/2012,5694.1001,5730.7998,5693.6499,5724.3999,0
11/7/2012,5718.6001,5777.2998,5711.3999,5760.1001,0
11/8/2012,5709,5744.5,5693.9502,5738.75,0
11/9/2012,5731.1001,5751.7002,5677.75,5686.25,0
11/12/2012,5688.4502,5718.8999,5665.75,5683.7002,0
11/13/2012,5689.7002,5698.25,5660.3501,5666.9502,0
11/15/2012,5650.3501,5651.6499,5603.5498,5631,0
11/16/2012,5624.7998,5650.1499,5559.7998,5574.0498,0
11/19/2012,5577.2998,5592.75,5549.25,5571.3999,0
11/20/2012,5604.7998,5613.7002,5548.3501,5571.5498,0
11/21/2012,5582.5,5620.2002,5561.3999,5614.7998,0
11/22/2012,5628.6001,5643.3501,5608,5627.75,0
11/23/2012,5635.4502,5637.75,5593.5498,5626.6001,0
11/26/2012,5648.6499,5649.2002,5623.4502,5635.8999,0
11/27/2012,5658.5,5733.2002,5658,5727.4502,0
11/29/2012,5736.7002,5833.5,5736.1001,5825,0
11/30/2012,5836,5885.25,5827.8501,5879.8501,0
12/3/2012,5878.25,5899.1499,5854.6001,5870.9502,0
12/4/2012,5866.7998,5894.9502,5859,5889.25,0
12/5/2012,5906.6001,5917.7998,5891.3501,5900.5,0
12/6/2012,5926.2998,5942.5498,5838.8999,5930.8999,0
12/7/2012,5934,5949.8501,5888.6499,5907.3999,0
12/10/2012,5916.0498,5919.9502,5888.1001,5908.8999,0
12/11/2012,5923.7998,5965.1499,5865.4502,5898.7998,0
12/12/2012,5917.7998,5924.6001,5874.25,5888,0
12/13/2012,5900.3501,5907.4502,5841.3501,5851.5,0
12/14/2012,5846.8999,5886.1001,5839.1499,5879.6001,0
12/17/2012,5860.5,5886.0498,5850.1499,5857.8999,0
12/18/2012,5873.6001,5905.7998,5823.1499,5896.7998,0
12/19/2012,5917.2998,5939.3999,5910.7998,5929.6001,0
12/20/2012,5934.4502,5937.6001,5881.4502,5916.3999,0
12/21/2012,5888,5888,5841.6499,5847.7002,0
12/24/2012,5869,5871.8999,5844.7002,5855.75,0
12/26/2012,5864.9502,5917.2998,5859.5498,5905.6001,0
12/27/2012,5930.2002,5930.7998,5864.7002,5870.1001,0
12/28/2012,5887.1499,5915.75,5879.5,5908.3501,0
12/31/2012,5901.2002,5919,5897.1499,5905.1001,0
1/1/2013,5937.6499,5963.8999,5935.2002,5950.8501,0
1/2/2013,5982.6001,6006.0498,5982,5993.25,0
1/3/2013,6015.7998,6017,5986.5498,6009.5,0
1/4/2013,6011.9502,6020.75,5981.5498,6016.1499,0
1/7/2013,6042.1499,6042.1499,5977.1499,5988.3999,0
1/8/2013,5983.4502,6007.0498,5964.3999,6001.7002,0
1/9/2013,6006.2002,6020.1001,5958.4502,5971.5,0
1/10/2013,5998.7998,6005.1499,5947.2998,5968.6499,0
1/11/2013,6012.3999,6018.8501,5940.6001,5951.2998,0
1/14/2013,5967.2002,6036.8999,5962.1499,6024.0498,0
1/15/2013,6037.8501,6068.5,6018.6001,6056.6001,0
1/16/2013,6049,6055.9502,5992.0498,6001.8501,0
1/17/2013,6001.25,6053.2002,5988.1001,6039.2002,0
1/18/2013,6059.8501,6083.3999,6048.2998,6064.3999,0
1/21/2013,6085.75,6094.3501,6065.1001,6082.2998,0
1/22/2013,6080.1499,6101.2998,6040.5,6048.5,0
1/23/2013,6052.8501,6069.7998,6021.1499,6054.2998,0
1/24/2013,6046.2002,6065.2998,6007.8501,6019.3501,0
1/25/2013,6024.5,6080.5498,6014.4502,6074.6499,0
1/28/2013,6082.1001,6088.3999,6061.3999,6074.7998,0
1/29/2013,6064.7002,6111.7998,6042.4502,6049.8999,0
1/30/2013,6065,6071.9502,6044.1499,6055.75,0
1/31/2013,6045.6499,6058.0498,6025.1499,6034.75,0
2/1/2013,6040.9502,6052.9502,5983.2002,5998.8999,0
2/4/2013,6025.2002,6038.5,5981.25,5987.25,0
2/5/2013,5948.2002,5970.3501,5946.8999,5956.8999,0
2/6/2013,5988.0498,5990.8999,5953.1499,5959.2002,0
2/7/2013,5936.4502,5978.5,5927.6001,5938.7998,0
2/8/2013,5929.1001,5953.7002,5883.6499,5903.5,0
2/11/2013,5920.0498,5924.1499,5879.1001,5897.8501,0
2/12/2013,5894.3501,5927.6499,5886.4502,5922.5,0
2/13/2013,5943.1499,5969.5,5922.9502,5932.9502,0
2/14/2013,5933.2002,5940.2002,5884.5498,5896.9502,0
2/15/2013,5869.9502,5899.9502,5853.8999,5887.3999,0
2/18/2013,5888.6499,5911,5878.4502,5898.2002,0
2/19/2013,5900.2002,5947.5498,5883.1499,5939.7002,0
2/20/2013,5966.2998,5971,5937.5498,5943.0498,0
2/21/2013,5909.6499,5921.1499,5844.3999,5852.25,0
2/22/2013,5837.9502,5873.7998,5835.7998,5850.2998,0
2/25/2013,5870.5498,5878.3999,5825,5854.75,0
2/26/2013,5838.2998,5838.8501,5748.6001,5761.3501,0
2/27/2013,5784.8999,5818.2002,5749.7002,5796.8999,0
2/28/2013,5834.3501,5849.8999,5671.8999,5693.0498,0
3/1/2013,5702.4502,5739.4502,5679.8999,5719.7002,0
3/4/2013,5704.7002,5712,5663.6001,5698.5,0
3/5/2013,5722.4502,5790.1001,5722.3999,5784.25,0
3/6/2013,5816.3999,5828.7002,5795.0498,5818.6001,0
3/7/2013,5801.2998,5878,5801.2998,5863.2998,0
3/8/2013,5883.6499,5952.8501,5883,5945.7002,0
3/11/2013,5946.1001,5971.2002,5930.3501,5942.3501,0
3/12/2013,5944.6001,5952,5893.6499,5914.1001,0
3/13/2013,5884.7998,5893.8501,5842.25,5851.2002,0
3/14/2013,5845.9502,5920.1499,5791.75,5908.9502,0
3/15/2013,5914.8999,5945.6499,5861,5872.6001,0
3/18/2013,5816.75,5850.2002,5814.3501,5835.25,0
3/19/2013,5859.5,5863.6001,5724.2998,5745.9502,0
3/20/2013,5740.5498,5745.2998,5682.2998,5694.3999,0
3/21/2013,5705.8999,5757.75,5647.9502,5658.75,0
3/22/2013,5659.7998,5691.4502,5631.7998,5651.3501,0
3/25/2013,5707.2998,5718.3999,5624.3999,5633.8501,0
3/26/2013,5613.75,5655.2998,5612.0498,5641.6001,0
3/28/2013,5647.75,5692.9502,5604.8501,5682.5498,0
4/1/2013,5697.3501,5720.9502,5675.8999,5704.3999,0
4/2/2013,5701.7002,5754.6001,5687.1499,5748.1001,0
4/3/2013,5740.2002,5744.9502,5650.1001,5672.8999,0
4/4/2013,5640.6499,5644.4502,5565.6499,5574.75,0
4/5/2013,5568.1001,5577.2998,5534.7002,5553.25,0
4/8/2013,5550.5,5569.2002,5537.0498,5542.9502,0
4/9/2013,5568.75,5603.0498,5487,5495.1001,0
4/10/2013,5536.25,5569.25,5477.2002,5558.7002,0
4/11/2013,5601.6499,5610.6499,5542.8501,5594,0
4/12/2013,5520.7002,5544.5,5494.8999,5528.5498,0
4/15/2013,5508.5,5592.8501,5500.2998,5568.3999,0
4/16/2013,5562.4502,5699.25,5555.8501,5688.9502,0
4/17/2013,5708.6499,5732.1499,5669,5688.7002,0
4/18/2013,5682.7002,5794.3501,5681.8501,5783.1001,0
4/22/2013,5789.8501,5844.8501,5789.7998,5834.3999,0
4/23/2013,5843.1001,5844.2998,5791.5498,5836.8999,0
4/25/2013,5856.1001,5924.6001,5853.2998,5916.2998,0
4/26/2013,5899.75,5907.0498,5860.5,5871.4502,0
4/29/2013,5877.6001,5918.6499,5868.7998,5904.1001,0
4/30/2013,5932.6001,5962.2998,5867.7998,5930.2002,0
5/2/2013,5911.3999,6019.4502,5910.9502,5999.3501,0
5/3/2013,5993.5,6000.2998,5930.1499,5944,0
5/6/2013,5944.8999,5976.5,5928.4502,5971.0498,0
5/7/2013,5983.4502,6050.5,5982.9502,6043.5498,0
5/8/2013,6064.1499,6083.5498,6024.9502,6069.2998,0
5/9/2013,6078.3501,6084.7002,6040.4502,6050.1499,0
5/10/2013,6046.25,6105.2998,6045.6001,6094.75,0
5/13/2013,6098.2002,6104.9502,5972.8999,5980.4502,0
5/14/2013,5989.7002,6026.2002,5970.0498,5995.3999,0
5/15/2013,6018.8501,6157.1001,6018.8501,6146.75,0
5/16/2013,6128.25,6187.2998,6128.25,6169.8999,0
5/17/2013,6172.9502,6199.9502,6146.1499,6187.2998,0
5/20/2013,6198,6229.4502,6146.0498,6156.8999,0
5/21/2013,6152.3501,6180.25,6102.3501,6114.1001,0
5/22/2013,6127.0498,6147.6001,6074.4502,6094.5,0
5/23/2013,6050.3999,6081.4502,5955.7002,5967.0498,0
5/24/2013,6010.7002,6015.2998,5936.7998,5983.5498,0
5/27/2013,5989.3999,6099.8999,5975.5498,6083.1499,0
5/28/2013,6086.3501,6127.6499,6055.3999,6111.25,0
5/29/2013,6120.4502,6125.0498,6069.7998,6104.2998,0
5/30/2013,6072.1499,6133.75,6072.1499,6124.0498,0
5/31/2013,6098.7002,6106.25,5975.5498,5985.9502,0
6/3/2013,5997.3501,6011,5916.3501,5939.2998,0
6/4/2013,5941.1001,5981.6001,5910.25,5919.4502,0
6/5/2013,5908.2998,5935.2002,5883.7002,5923.8501,0
6/6/2013,5895,5956.5498,5869.5,5921.3999,0
6/7/2013,5900.0498,5972.7002,5871.2998,5881,0
6/10/2013,5907.8999,5931.6499,5857.3999,5878,0
6/11/2013,5848.75,5868.0498,5780.3501,5788.7998,0
6/12/2013,5771.75,5792.8999,5738.6001,5760.2002,0
6/13/2013,5709.3501,5729.8501,5683.1001,5699.1001,0
6/14/2013,5748.9502,5819.3999,5739.3999,5808.3999,0
6/17/2013,5820.3999,5854.8999,5770.25,5850.0498,0
6/18/2013,5841.8999,5863.3999,5804.2998,5813.6001,0
6/19/2013,5805.75,5828.3999,5777.8999,5822.25,0
6/20/2013,5754.1499,5755,5645.6499,5655.8999,0
6/21/2013,5639.8999,5686.1499,5616.8501,5667.6499,0
6/24/2013,5638.0498,5640,5566.25,5590.25,0
6/25/2013,5606.9502,5666.25,5570.25,5609.1001,0
6/26/2013,5627.9502,5635.25,5579.3501,5588.7002,0
6/27/2013,5647.9502,5699.3501,5630.9502,5682.3501,0
6/28/2013,5749.5,5852.9502,5749.5,5842.2002,0
7/1/2013,5834.1001,5904.3501,5822.2002,5898.8501,0
7/2/2013,5885.5,5898.7998,5852.2998,5857.5498,0
7/3/2013,5811.9502,5815,5760.3999,5770.8999,0
7/4/2013,5794.75,5848.2002,5786.0498,5836.9502,0
7/5/2013,5889.9502,5900.4502,5858.4502,5867.8999,0
7/8/2013,5833.1499,5833.8501,5775.5498,5811.5498,0
7/9/2013,5834.6001,5864.9502,5834.6001,5859,0
