Date,Open,High,Low,Last,Vol
1/16/2012,1430,1444,1407.2,1423.55,961687
1/17/2012,1427.1,1462,1427.1,1452.5,844361
1/18/2012,1465,1472,1440.1,1454.75,574832
1/19/2012,1466.5,1482.4,1425,1467.75,1758437
1/20/2012,1470,1575,1461,1561.35,2163086
1/23/2012,1561.35,1591.65,1551,1574.55,678084
1/24/2012,1580,1597,1555.85,1580.65,565749
1/25/2012,1584.95,1609.6,1568.9,1587.85,705819
1/27/2012,1598,1601.05,1524,1539.75,934981
1/30/2012,1534.95,1560.95,1526,1550.2,441162
1/31/2012,1569.75,1610,1532.2,1601.3,895498
2/1/2012,1621,1639.8,1585.2,1610.8,567315
2/2/2012,1620.3,1625,1588,1607.45,570411
2/3/2012,1609,1636,1602.05,1611.85,408579
2/6/2012,1633.9,1647,1615,1640.7,534972
2/7/2012,1650,1660,1624.05,1636.85,499011
2/8/2012,1640,1662,1631.3,1649.45,451371
2/9/2012,1650,1708.75,1637.9,1701.7,462615
2/10/2012,1709,1749,1702.15,1736.05,435583
2/13/2012,1736.05,1764,1734,1748.15,384318
2/14/2012,1753.35,1753.35,1716.6,1732.35,273347
2/15/2012,1745,1765,1739,1747.7,303764
2/16/2012,1727.9,1833,1720,1811.6,579458
2/17/2012,1820,1824.95,1775.75,1804.35,558701
2/21/2012,1790.25,1828,1790,1809.25,502041
2/22/2012,1810,1840,1786.75,1803.5,548854
2/23/2012,1795,1818.9,1775,1785.8,433250
2/24/2012,1791,1809.95,1753,1762.9,284890
2/27/2012,1760,1773.25,1681.15,1706.1,348072
2/28/2012,1715,1777.25,1712.35,1766.5,256852
2/29/2012,1775,1843.35,1775,1801.6,574365
3/1/2012,1803.45,1818.35,1744.85,1774.2,440508
3/2/2012,1798,1798,1735,1749.95,467694
3/5/2012,1725,1730,1693.15,1701.9,237483
3/6/2012,1690,1754.9,1665,1703.95,706514
3/7/2012,1718.95,1754,1690.9,1733.2,450671
3/9/2012,1766,1775,1739.4,1752.85,475893
3/12/2012,1760,1808.3,1753.75,1787.75,398121
3/13/2012,1787.05,1804.6,1768.3,1782.95,382659
3/14/2012,1798.5,1809,1754.55,1764.85,592470
3/15/2012,1758,1769.75,1728.8,1736.1,225533
3/16/2012,1736.1,1757.1,1715,1721.65,302574
3/19/2012,1715.05,1734.3,1693.55,1710.75,224501
3/20/2012,1714.9,1714.9,1665.1,1688.8,234741
3/21/2012,1681.5,1739.75,1669.4,1734,252017
3/22/2012,1732.95,1745,1671.5,1688.6,245862
3/23/2012,1685,1743.1,1647,1709.35,293408
3/26/2012,1720,1720,1653,1661.9,254243
3/27/2012,1673,1682.8,1650,1662,242898
3/28/2012,1668,1668,1619.95,1637.8,216604
3/29/2012,1636,1661.15,1612.1,1652.7,354863
3/30/2012,1660,1687.55,1649.2,1678.8,300425
4/2/2012,1687,1696,1636.15,1655.2,397504
4/3/2012,1664,1670,1638.65,1647.4,315878
4/4/2012,1634,1647.8,1625.05,1633.45,207675
4/9/2012,1629.2,1658.25,1617.05,1650.75,278437
4/10/2012,1658.7,1665.9,1635,1647.55,207760
4/11/2012,1648,1655,1622.3,1633.75,261929
4/12/2012,1650.8,1650.8,1631,1637.85,232192
4/13/2012,1635.2,1687.1,1631.45,1639.45,296474
4/16/2012,1644.8,1660.35,1632.65,1649.5,141174
4/17/2012,1650,1679.9,1635.15,1672.35,310645
4/18/2012,1680,1735,1678,1716.05,365607
4/19/2012,1726,1739.85,1719.05,1729.7,321788
4/20/2012,1718.55,1758,1676.2,1708.7,277764
4/23/2012,1710.1,1719.8,1666.2,1675.7,271771
4/24/2012,1665.4,1685,1635,1648.05,273272
4/25/2012,1642.1,1686.8,1640.65,1654.7,348725
4/26/2012,1648.5,1668.85,1601,1606.45,507708
4/27/2012,1610,1634,1580,1582.4,250912
4/30/2012,1594.9,1630.8,1578.4,1624.45,569158
5/2/2012,1624,1638.9,1585,1592.15,455150
5/3/2012,1586,1590,1524.3,1560.5,747841
5/4/2012,1559,1559,1492,1502.95,1206447
5/7/2012,1495,1529.85,1470.4,1518.1,849042
5/8/2012,1525,1532.2,1481.1,1489.95,721085
5/9/2012,1480,1528.5,1471.85,1518.2,449675
5/10/2012,1527.05,1548.95,1492,1503.75,363771
5/11/2012,1490,1566.1,1486.1,1558.15,324933
5/14/2012,1577,1599,1551.1,1586.9,771726
5/15/2012,1582.25,1619,1567.4,1608.65,564739
5/16/2012,1595,1629,1572.65,1614.35,420813
5/17/2012,1630,1637.5,1561,1575.35,1347787
5/18/2012,1534,1555,1523.25,1528.5,419088
5/21/2012,1535.2,1540,1498,1517.45,438608
5/22/2012,1521,1537,1494.05,1507.25,537075
5/23/2012,1496,1496.55,1475.25,1487,662611
5/24/2012,1469,1508,1455.1,1500.65,317883
5/25/2012,1507.15,1525,1481.1,1492.75,508349
5/28/2012,1495,1519.95,1490,1515.9,222665
5/29/2012,1525,1533.05,1494,1529.25,502749
5/30/2012,1526,1529,1505.05,1521,320035
5/31/2012,1500,1530.9,1496.15,1511.4,557963
6/1/2012,1508,1514.4,1485.1,1498.8,513157
6/4/2012,1480,1504.5,1452.8,1496.45,354252
6/5/2012,1482.65,1498.9,1480,1492.3,562186
6/6/2012,1500,1550,1498,1541.1,505154
6/7/2012,1550,1567,1533.15,1544,504257
6/8/2012,1540,1540,1515,1527.35,529633
6/11/2012,1532.25,1576.4,1532.25,1563.45,890334
6/12/2012,1558,1582.4,1548.1,1570.95,585258
6/13/2012,1570,1578.5,1544.1,1560.5,366237
6/14/2012,1550,1577,1539,1549.9,334879
6/15/2012,1547.9,1550,1515,1527.3,1652948
6/18/2012,1539.5,1555,1520,1544.7,327747
6/19/2012,1540,1545.15,1526,1535,199100
6/20/2012,1535,1541,1528.65,1535.1,527580
6/21/2012,1531.8,1545,1516.2,1536,618693
6/22/2012,1524,1558.85,1524,1545.4,435310
6/25/2012,1546.25,1559.85,1538.1,1548.4,292270
6/26/2012,1549.75,1567,1542,1558.35,330128
6/27/2012,1562.4,1568.8,1551.95,1558.75,289380
6/28/2012,1560,1567,1545,1550.25,330958
6/29/2012,1571,1579,1556.1,1572.85,373990
7/2/2012,1575,1580,1548.05,1558.1,436558
7/3/2012,1552.3,1572,1550.1,1561.95,342167
7/4/2012,1570,1590.9,1558,1583.2,735299
7/5/2012,1552,1563,1545.15,1555.95,529214
7/6/2012,1553,1562.1,1531.25,1539.2,469624
7/9/2012,1530,1534.5,1491.2,1505.7,370594
7/10/2012,1510,1535.55,1505.1,1524.4,296711
7/11/2012,1520,1520,1500.05,1511.5,376183
7/12/2012,1505,1517.95,1485,1490.6,390285
7/13/2012,1495.2,1503.65,1484.1,1499.05,323062
7/16/2012,1505,1511.7,1481,1486.45,375382
7/17/2012,1490,1493.1,1431.7,1445.05,1111465
7/18/2012,1445,1525,1425.1,1520.9,2626124
7/19/2012,1530,1565,1506,1547.8,1265315
7/20/2012,1523.05,1596,1523.05,1592.1,1168722
7/23/2012,1580,1588.8,1556,1561.4,405812
7/24/2012,1552,1579.8,1550.85,1559.25,362740
7/25/2012,1545,1569.8,1534,1560.95,553441
7/26/2012,1565,1596.95,1565,1582.45,719168
7/27/2012,1596.95,1605.9,1570.5,1583.25,221820
7/30/2012,1585,1611.7,1579,1604.9,413292
7/31/2012,1607.7,1618.3,1586.1,1604.3,503997
8/1/2012,1590.25,1629,1590.25,1615.15,525071
8/2/2012,1614,1631.7,1588.6,1625.15,754872
8/3/2012,1611.05,1618.95,1595.5,1610.4,567096
8/6/2012,1628.9,1643.9,1623.85,1636.45,492323
8/7/2012,1640,1695.65,1633,1667.15,679502
8/8/2012,1667,1684.4,1654.55,1678.55,388306
8/9/2012,1680,1709.45,1680,1691.15,301987
8/10/2012,1690,1694,1665.6,1676.2,374219
8/13/2012,1675,1715.3,1673.1,1708.5,197481
8/14/2012,1713,1713,1672.55,1688.6,179501
8/16/2012,1703,1706,1683.25,1692.75,235035
8/17/2012,1694,1706.3,1680.1,1696.4,167748
8/21/2012,1703,1717.4,1698,1712.35,203758
8/22/2012,1708.7,1737.45,1707.2,1724.65,324654
8/23/2012,1727,1736,1704.35,1710.2,221096
8/24/2012,1708.95,1716.55,1689.3,1711.4,264552
8/27/2012,1713,1731,1705.1,1721.35,252244
8/28/2012,1728.8,1728.8,1681.5,1691.15,340905
8/29/2012,1687,1687,1622.7,1624.85,741919
8/30/2012,1625,1649.9,1608.6,1631.2,693839
8/31/2012,1630.05,1630.05,1604.05,1617.2,466669
9/3/2012,1618,1670,1618,1662.5,397171
9/4/2012,1660,1669.85,1637.5,1647.45,378689
9/5/2012,1642,1652,1630,1644.95,564147
9/6/2012,1654,1654,1628.55,1641.85,177853
9/7/2012,1650,1692.7,1649.7,1688.2,340123
9/10/2012,1676,1715,1676,1709.35,344153
9/11/2012,1700,1720,1682.6,1715.35,355347
9/12/2012,1720.5,1722.35,1684.3,1693.35,304131
9/13/2012,1695,1728.1,1695,1714.65,271036
9/14/2012,1725.1,1760,1725.1,1744.5,414035
9/17/2012,1750.3,1769.5,1718.15,1738.6,462942
9/18/2012,1745,1755,1734.15,1748.55,308553
9/20/2012,1746.7,1804.7,1714,1790.55,596172
9/21/2012,1800,1809.9,1791.4,1800.6,993193
9/24/2012,1800.6,1824.5,1794.25,1809.2,571237
9/25/2012,1811,1828.9,1780.1,1788.05,552813
9/26/2012,1766.1,1808.05,1766.1,1798.55,267008
9/27/2012,1801,1827.95,1793,1820.1,432500
9/28/2012,1829,1850.1,1810.9,1830.1,246414
10/1/2012,1839,1841.1,1805,1810.4,132845
10/3/2012,1801,1815,1776.1,1781.25,359049
10/4/2012,1794,1809,1755.25,1761.25,499428
10/5/2012,1784,1806,1740.1,1751.05,540163
10/8/2012,1751,1767,1745.35,1753.55,301953
10/9/2012,1715,1752.6,1707.8,1746.35,502339
10/10/2012,1740,1755,1729.4,1742.95,171562
10/11/2012,1740,1765,1717.35,1758.65,354743
10/12/2012,1742,1766.6,1737.25,1744.3,364707
10/15/2012,1732.1,1763,1730.05,1752.2,177153
10/16/2012,1755.3,1763.1,1744.6,1751.45,156465
10/17/2012,1760.2,1775,1739,1755.25,256569
10/18/2012,1760,1780,1755,1773.95,252561
10/19/2012,1773,1795,1764,1772.1,333060
10/22/2012,1780,1800,1753.15,1786.4,339916
10/23/2012,1783,1784.95,1765.65,1769.25,89688
10/25/2012,1765,1789,1752.15,1759.1,361647
10/26/2012,1762,1794.9,1748,1788.05,398183
10/29/2012,1790,1812.9,1789,1809.85,198848
10/30/2012,1811,1818.35,1791.05,1802.15,320378
10/31/2012,1800,1819.45,1794.45,1816.45,235636
11/1/2012,1818,1853,1810.7,1845.95,302142
11/2/2012,1855,1906,1851.6,1897.75,503203
11/5/2012,1888,1898,1843.05,1858.6,374144
11/6/2012,1852.25,1874.4,1832.6,1846.75,338849
11/7/2012,1846.25,1873.45,1844.25,1861.85,179958
11/8/2012,1847,1860,1837.2,1844.5,158945
11/9/2012,1846,1872,1839,1852.05,154673
11/12/2012,1875,1875,1827.3,1856.7,158188
11/13/2012,1856,1857,1839.1,1842,32637
11/15/2012,1830.1,1849.9,1821,1835.85,403914
11/16/2012,1835.8,1853.2,1804.3,1813.55,229442
11/19/2012,1815,1858.6,1805.45,1850.55,261767
11/20/2012,1859.95,1862.5,1817.6,1827.7,199417
11/21/2012,1826,1840.6,1815.1,1819.35,218833
11/22/2012,1823,1844.95,1809.9,1815.45,140437
11/23/2012,1818,1829.8,1809,1817.9,132507
11/26/2012,1818.9,1836,1816.1,1821.1,385811
11/27/2012,1829,1866,1829,1862.45,240430
11/29/2012,1872,1977.85,1868,1950.4,918439
11/30/2012,1948.9,1951,1917.6,1930.9,364596
12/3/2012,1933.4,1953.3,1921,1926.95,241500
12/4/2012,1927,1973.5,1913.55,1957.25,216178
12/5/2012,1962,1973.95,1922.2,1929.2,293777
12/6/2012,1940,1961,1925.25,1949.65,290221
12/7/2012,1952,1963.9,1933.2,1940,190248
12/10/2012,1926,1971.5,1926,1961.05,366036
12/11/2012,1937.7,2014.5,1936.1,2006.65,936424
12/12/2012,2011,2064,2011,2056.55,1214395
12/13/2012,2057.95,2102.1499,2045.45,2083.6499,963522
12/14/2012,2084.8999,2105.8999,2073.55,2081.3999,883463
12/17/2012,2078,2121,2069.1499,2107.3,502058
12/18/2012,2112.25,2115,2091.2,2095.55,574734
12/19/2012,2106.7,2156.55,2100,2143.05,611721
12/20/2012,2130,2145,2097.55,2112.8,459439
12/21/2012,2100,2132,2079.8501,2089.1499,415560
12/24/2012,2080.2,2125.45,2080.2,2106.3501,313469
12/26/2012,2106.3501,2164.8999,2104.95,2146,362683
12/27/2012,2150.5,2159.8,2125.5,2134.2,351942
12/28/2012,2129.8,2167.3501,2124,2137.5,482900
12/31/2012,2141,2151.8,2124.55,2131.1499,209584
1/1/2013,2147,2150,2122.5,2131.8999,145037
1/2/2013,2144,2215,2137.05,2202.25,561496
1/3/2013,2215,2229,2205,2214.8999,411809
1/4/2013,2215,2216.05,2192.1499,2205.6001,220400
1/7/2013,2203.6499,2215,2186.3,2196.8999,212741
1/8/2013,2204,2215.5,2184.6499,2198.45,276672
1/9/2013,2200,2204,2150,2157.8999,690334
1/10/2013,2158.5,2177,2131.7,2138.1499,560339
1/11/2013,2145.25,2150,2105.1001,2118.1001,621682
1/14/2013,2125,2143,2084.05,2093.3501,510151
1/15/2013,2088,2126.3501,2078.8999,2115.3501,685850
1/16/2013,2120,2153.7,2058.3501,2076.5,1093325
1/17/2013,2080,2110,2046,2052.75,795106
1/18/2013,2065,2086,2046.8,2059.25,604750
1/21/2013,2066.8,2066.8,2032.3,2058.1001,452426
1/22/2013,2058,2082.7,2055.1001,2067.1499,299784
1/23/2013,2075,2075,2013.05,2033.25,294771
1/24/2013,2032.05,2044.7,2005,2013.05,246404
1/25/2013,1996,2098,1996,2080,303781
1/28/2013,2084.8501,2104,2065.1499,2086.6499,141452
1/29/2013,2081,2109.3501,2025.5,2031.85,241736
1/30/2013,2048,2054.3999,2016.85,2028.35,208916
1/31/2013,2034.8,2074.8999,2020.15,2027.15,512056
2/1/2013,2030.3,2076.7,2030.3,2055.95,450922
2/4/2013,2060,2084.3,2045.65,2064.6001,375365
2/5/2013,2048.6499,2109,2048.6499,2094.7,443426
2/6/2013,2100,2118.3,2074,2074,479356
2/7/2013,2071.1001,2081.45,2057,2063.8,179174
2/8/2013,2069,2094,2038.3,2046.85,432759
2/11/2013,2041.4,2062.25,2032.8,2044.75,310628
2/12/2013,2042.3,2084.8999,2040.2,2076.1499,245407
2/13/2013,2075,2082.2,2015,2018.8,223590
2/14/2013,2025,2026.9,1990.1,2002.6,210882
2/15/2013,1995.25,2010.15,1953.8,1970.35,285502
2/18/2013,1970.1,1980,1935,1946.6,244636
2/19/2013,1955,1996.2,1938.95,1988.05,214900
2/20/2013,1990.25,2002.4,1969.55,1982.7,320502
2/21/2013,1975,2002,1970.55,1983.55,265026
2/22/2013,1970,2019.9,1966.05,1993.65,219110
2/25/2013,2000,2020,1975.35,2009.55,281372
2/26/2013,1980,1998.9,1905,1921.6,364896
2/27/2013,1937,1975.8,1910,1964.1,440033
2/28/2013,1979.9,1993.8,1955.4,1973,586457
3/1/2013,1973,2042.2,1947,2028.3,494169
3/4/2013,2024.7,2025.45,1966.05,1989.2,499009
3/5/2013,1978,1998.9,1950.7,1973.4,785020
3/6/2013,1976,1986.1,1966,1973.3,404202
3/7/2013,1968,2002.95,1952,1994.25,603905
3/8/2013,1986.65,2022.15,1973.5,2013.45,529097
3/11/2013,2016.5,2021.45,1973.95,1986.3,364827
3/12/2013,1988.1,1988.15,1935.15,1955.95,435128
3/13/2013,1949.75,1959,1886.45,1895.4,458436
3/14/2013,1890.3,1891.6,1843,1854.8,682108
3/15/2013,1860.3,1884.95,1843.25,1850.3,514417
3/18/2013,1840,1862.45,1804.2,1812.1,311058
3/19/2013,1822,1856,1809.25,1835.9,534689
3/20/2013,1826.65,1850,1815.2,1840,397439
3/21/2013,1850,1852.55,1741.8,1755.3,464790
3/22/2013,1760.05,1842,1760.05,1820.65,486269
3/25/2013,1836,1839,1795.8,1802.5,313615
3/26/2013,1795,1810,1754.3,1801.25,294742
3/28/2013,1790.95,1833.6,1760.5,1799.55,653941
4/1/2013,1798,1818.25,1770.05,1772.55,362092
4/2/2013,1784,1784,1740,1757,471386
4/3/2013,1752.7,1757.25,1684.55,1685.3,644268
4/4/2013,1685,1705.8,1656,1675,374503
4/5/2013,1670.1,1721.1,1668,1700.5,531759
4/8/2013,1710.75,1727.6,1680.05,1701.25,265143
4/9/2013,1712.4,1721,1685,1705.8,412277
4/10/2013,1692.6,1725,1692.6,1721,385798
4/11/2013,1730,1734,1691.5,1691.5,402527
4/12/2013,1685,1729.95,1680,1721,287722
4/15/2013,1709,1754,1709,1720,487403
4/16/2013,1717.3,1780,1713.35,1778,299096
4/17/2013,1776,1805,1760,1786.4,264905
4/18/2013,1792.55,1817.2,1770.8,1795.2,341542
4/22/2013,1795,1816,1747.25,1761.1,249317
4/23/2013,1755.05,1814.5,1755,1814.5,226371
4/25/2013,1820,1854,1812.1,1840,320107
4/26/2013,1835,1905,1832.35,1900,333109
4/29/2013,1900,1934,1882.7,1893,257661
4/30/2013,1905,1917.05,1861.1,1880,268297
5/2/2013,1880.4,1899,1856.75,1860,471887
5/3/2013,1860,1865,1800,1804.9,436707
5/6/2013,1810.2,1841.95,1806,1827,162518
5/7/2013,1831.35,1857.3,1817.05,1835,501159
5/8/2013,1848,1852.2,1825,1835.8,195615
5/9/2013,1840,1857.95,1821,1827,159331
5/10/2013,1827,1861,1826.6,1852.1,296787
5/13/2013,1851,1867.4,1812,1814.95,156428
5/14/2013,1820.25,1824,1777,1782,371941
5/15/2013,1788,1839,1783.4,1824.5,524631
5/16/2013,1834.95,1883.75,1794.6,1796.3,1656463
5/17/2013,1807,1835,1783.75,1832.5,503587
5/20/2013,1820.25,1878,1820.25,1873,574827
5/21/2013,1872.95,1888,1845,1849.5,361919
5/22/2013,1854.95,1869,1834,1841,253432
5/23/2013,1855,1875.5,1804.85,1815,516453
5/24/2013,1847,1847,1787,1800.95,366597
5/27/2013,1804.3,1822.9,1753.05,1812,474528
5/28/2013,1823.8,1848,1788.7,1847,422707
5/29/2013,1835.3,1860,1816.2,1821.3,527462
5/30/2013,1818.9,1843.7,1810.05,1838,330724
5/31/2013,1837.9,1837.9,1791.8,1813,418116
6/3/2013,1820.05,1820.35,1742,1760,454501
6/4/2013,1759.5,1774.5,1739.1,1770,429041
6/5/2013,1763,1764,1746.3,1756.1,519225
6/6/2013,1749.8,1754.4,1733.4,1746.3,467062
6/7/2013,1741,1750,1731.15,1746.25,357068
6/10/2013,1753.3,1774.8,1753.25,1774.55,367490
6/11/2013,1765.25,1789.4,1755.55,1784.8,271665
6/12/2013,1784,1784,1723,1742,306650
6/13/2013,1734.9,1734.9,1695,1708,454593
6/14/2013,1713,1774.4,1708.3,1757.3,204276
6/17/2013,1767.7,1817.6,1742.5,1802,398034
6/18/2013,1795.25,1839.25,1779.15,1827,414459
6/19/2013,1825.25,1840.9,1810.1,1839.1,374627
6/20/2013,1814,1855,1800,1800,451241
6/21/2013,1805.15,1837.65,1788.45,1821.35,307812
6/24/2013,1830,1830,1776.05,1798,446107
6/25/2013,1794,1810,1756.2,1809,657806
6/26/2013,1782.8,1793.8,1760,1791,500188
6/27/2013,1787.1,1871,1787,1840,1030259
6/28/2013,1842.5,1940,1842.5,1925.9,794222
7/1/2013,1928,1935,1886,1920.4,496573
7/2/2013,1910,1969.9,1900,1905.95,592561
7/3/2013,1891,1907.7,1866,1907.65,434707
7/4/2013,1867.8,1894.15,1861,1878,406242
7/5/2013,1893.4,1893.4,1870,1874.15,286679
7/8/2013,1861.15,1875,1838.25,1860,329807
7/9/2013,1875,1915,1871.15,1899,188148
7/10/2013,1899,1917.1,1842,1855.7,399958
7/11/2013,1864,1888.6,1864,1876.1,185148
7/12/2013,1879.7,1881,1845.6,1874,208815
7/15/2013,1864.7,1906.85,1850.5,1906,153038
7/16/2013,1884.8,1918,1871.55,1905,332357
7/17/2013,1920,1920,1880.1,1910,257814
7/18/2013,1910,1919.8,1884.8,1899.6,183219
7/19/2013,1886.5,1987.75,1862.5,1972,1609280
7/22/2013,1950,2009,1947,1992,418429
7/23/2013,2000,2009.25,1968,1978,415840
7/24/2013,1962,2010,1954.5,2003.05,277794
7/25/2013,1995.6,2029,1984.55,2003,505006
7/26/2013,2006.95,2050,2006.95,2034,361112
7/29/2013,2025,2050,1987.2,2001.35,142531
7/30/2013,2001.1,2015,1919,1931.5,286047
7/31/2013,1924,1954.65,1916.2,1932.7,1000215
8/1/2013,1952.7,1966.2,1908.05,1943.05,319950
8/2/2013,1935,1949,1890.2,1908.85,289389
8/5/2013,1920,1920.05,1869,1869,214153
8/6/2013,1869,1869,1790.05,1805.2,391496
8/7/2013,1814.7,1825,1748.25,1768.2,557125
8/8/2013,1755,1795,1751,1775,360718
8/12/2013,1786,1817.8,1776.85,1795.4,414841
8/13/2013,1806,1869.8,1796.4,1860.9,516681
8/14/2013,1869.7,1913,1869.7,1903.85,472360
8/16/2013,1895.25,1924.95,1827.65,1834.15,391479
8/19/2013,1830.05,1834,1730.25,1770,419333
8/20/2013,1760,1784.65,1721.05,1748.8,641187
8/21/2013,1770,1805,1712.3,1727,470325
8/22/2013,1725,1794,1702,1769,409880
8/23/2013,1776,1796.95,1753.25,1777,253568
8/26/2013,1788,1817.85,1752.5,1780,196958
8/27/2013,1762,1782.75,1701.25,1735.25,431297
8/28/2013,1710,1744.35,1680.05,1724,457301
8/29/2013,1749.8,1756.3,1708,1728,466893
8/30/2013,1740.45,1850,1708.25,1832,900898
9/2/2013,1837,1870,1835.05,1850,272132
9/3/2013,1864,1885.15,1818,1821,489186
9/4/2013,1865,1898.8,1841,1891,503110
9/5/2013,1904.8,1937,1889,1895.35,179794
9/6/2013,1908,1925,1874.2,1910,244046
9/10/2013,1929.2,1988.25,1918,1983,396920
9/11/2013,1957,2011,1956.6,1985,349393
9/12/2013,1982,2010.1,1970.6,1976.3,373073
9/13/2013,1961.5,2013.9,1961.5,2005,509168
9/16/2013,2011,2045.9,1982.85,1995,392924
9/17/2013,1981.55,2024.9,1981.55,2020,246637
9/18/2013,2005.35,2043.25,2003,2009,233615
9/19/2013,2050,2062,2022.5,2062,324702
9/20/2013,2055,2062.45,1980.25,1998,735104
9/23/2013,1980.6,2013.7,1963.4,1980.3,249275
9/24/2013,1975,2040,1972,2034.6,610324
9/25/2013,2045,2048.8,1985,1997,373385
9/26/2013,2006.2,2026.9,1979.95,1992.55,302620
9/27/2013,2010,2024.95,1985,1992.1,434334
9/30/2013,1978,2014,1978,1987.8,367076
10/1/2013,2000,2037,1981.8,2034,312138
10/3/2013,2050,2125,2025,2120,572208
10/4/2013,2125,2152,2105,2116.3999,339869
10/7/2013,2119,2137,2093.3999,2121.95,337002
10/8/2013,2155.25,2160,2096.3999,2110,275097
10/9/2013,2109,2179,2101,2174,583959
10/10/2013,2160.25,2175.8999,2117.05,2122,1403631
10/11/2013,2141.5,2165.8999,2117.3999,2139.5,1128733
10/14/2013,2139,2141,2114.7,2140,173698
10/15/2013,2124.45,2159.45,2111.1001,2115.8,387382
10/17/2013,2168,2195,2136.2,2139,2386073
10/18/2013,2158.3,2168.55,2142.3999,2152.95,435157
10/21/2013,2165,2168.8999,2141,2148.5,249234
10/22/2013,2160,2160,2131.3,2140,297322
10/23/2013,2149.7,2149.7,2063.25,2093.8999,157062
10/24/2013,2085,2121,2058,2084.75,224947
10/25/2013,2080.1001,2108.6499,2041.95,2074.25,387226
10/28/2013,2085.25,2109.3999,2052.45,2073.6001,319532
10/29/2013,2073,2112,2055.1001,2100,432986
10/30/2013,2105.05,2147,2105.05,2140,270065
10/31/2013,2130,2157,2111.3501,2130.1001,313985
